pairs,Treatment,value
2 15,NE,-2.351859933191947
2 15,NE,-2.403123772778144
2 15,NE,-2.833027173117467
2 15,NE,-2.2346086022930547
2 15,NE,-3.1124046113906925
2 15,NE,-2.3348923749926476
2 15,NE,-2.922774172638977
2 15,NE,-1.5570863002762299
2 15,NE,-1.7199293924877597
2 15,NE,-1.0189356113978454
2 15,NE,-1.2331958641326777
2 15,NE,-1.2759802850964372
2 15,NE,-1.5452355620382605
2 15,NE,-1.0266154213500023
2 15,NE,-1.8484392487182917
2 15,NE,-3.234104872792685
2 15,NE,-1.12548244757529
2 15,NE,-1.8619611961152387
2 15,NE,-2.3533499733528656
2 15,NE,-2.546552587327772
2 15,NE,-1.0159031230249493
2 15,NE,-1.8591515470433446
2 15,NE,-2.86015658781035
2 15,NE,-2.281013088064004
2 15,NE,-2.51269338366246
2 15,NE,-3.131867730744875
2 15,NE,-3.104387107026423
2 15,NE,-0.8361596606043062
2 15,NE,-1.4159718149262168
2 15,NE,-2.27027359135534
2 15,NE,-1.0052547178764528
2 15,NE,-1.9628213624612458
2 15,NE,-2.36141102101743
2 15,NE,-3.014888069501402
2 15,NE,-1.5311128591813103
2 15,NE,-1.783945640485012
2 15,NE,-0.8589901984651763
2 15,NE,-1.4398315375256776
2 15,NE,-3.1832782385267397
2 15,NE,-3.113250273329783
2 15,NE,-1.1449932084646743
2 15,NE,-1.8595350932928945
2 15,NE,-3.063205007404024
2 15,NE,-2.3829016296830696
2 15,NE,-1.0154494877446991
2 15,NE,-1.6329204990515003
2 15,NE,-2.257373899067791
2 15,NE,-2.4388131510938122
2 15,NE,-3.527285485065147
2 15,NE,-2.877906792720632
2 15,NE,-2.51269338366246
2 15,NE,-1.0113051677743778
2 15,NE,-1.315238758732457
2 15,NE,-0.9730058082729801
2 15,NE,-1.3403086847021197
2 15,NE,-3.219332970881507
2 15,NE,-3.2258148045991986
2 15,NE,-1.2349963360335616
2 15,NE,-1.827698769640686
2 15,NE,-2.447367405275979
2 15,NE,-2.3174057181457517
2 15,NE,-3.4710959018299765
2 15,NE,-3.2258148045991986
2 15,NE,-3.509916382239176
2 15,NE,-2.349769054294944
2 15,NE,-2.34865440375875
2 15,NE,-2.2486111863384264
2 15,NE,-1.2181289053931372
2 15,NE,-1.5021885981721157
2 15,NE,-1.135225698940253
2 15,NE,-1.585091804625
2 15,NE,-1.101895128248892
2 15,NE,-1.9357799595184577
2 15,NE,-2.291544219968435
2 15,NE,-2.3276622665369406
2 15,NE,-2.3937296672402293
2 15,NE,-2.820807316612688
2 15,NE,-2.5360871915284426
2 15,NE,-1.5808205314043655
2 15,NE,-1.734237968261957
2 15,NE,-1.1289651192492602
2 15,NE,-1.8584785244412687
2 15,NE,-0.8589901984651763
2 15,NE,-1.4398315375256776
2 15,NE,-1.1289651192492602
2 15,NE,-1.8584785244412687
2 15,NE,-2.4005698294962183
2 15,NE,-2.8473609891630733
2 15,NE,-1.0448425664334247
2 15,NE,-1.8302121036348693
2 15,NE,-3.358753809581433
2 15,NE,-1.5078600830669415
2 15,NE,-1.807198416599381
2 15,NE,-3.0972090601269384
2 15,NE,-1.5837899193143345
2 15,NE,-1.731268580351988
2 15,NE,-3.188310488741889
2 15,NE,-1.539146265130305
2 15,NE,-1.7759122345360177
2 15,NE,-1.1536050016651833
2 15,NE,-1.5667125019000696
2 15,NE,-3.4710959018299765
2 15,NE,-1.2181289053931372
2 15,NE,-1.5021885981721157
2 15,NE,-1.1208572621243853
2 15,NE,-1.8323032032512023
2 15,NE,-1.0367218526563773
2 15,NE,-1.8717092671764302
2 15,NE,-3.1150412549847895
2 15,NE,-2.4137540615191173
2 15,NE,-1.1170377314164257
2 15,NE,-1.836122733959162
2 15,NE,-1.1492159912718964
2 15,NE,-1.8553123104856724
2 15,NE,-3.131867730744875
2 15,NE,-1.2607701961619215
2 15,NE,-1.4595473074033314
2 15,NE,-2.331452383298085
2 15,NE,-2.27027359135534
2 15,NE,-2.4883746092184333
2 15,NE,-3.014888069501402
2 15,NE,-1.2702890622380951
2 15,NE,-1.4500284413271578
2 15,NE,-1.1449932084646743
2 15,NE,-1.8595350932928945
2 15,NE,-2.829703106662862
2 15,NE,-1.539146265130305
2 15,NE,-1.7759122345360177
2 15,NE,-3.0225621531942575
2 15,NE,-1.2702890622380951
2 15,NE,-1.4500284413271578
2 15,NE,-0.94507403506465
2 15,NE,-1.315237951739841
2 15,NE,-1.1319202576531264
2 15,NE,-1.8212402077224612
2 15,NE,-3.131867730744875
2 15,NE,-1.0215768530194784
2 15,NE,-1.2772448829713754
2 15,NE,-2.2486111863384264
2 15,NE,-2.844749751027661
2 15,NE,-2.384373998243788
2 15,NE,-1.1372709383342188
2 15,NE,-1.8672573634233502
2 15,NE,-2.953121167965885
2 15,NE,-3.104387107026423
2 15,NE,-3.064256797573049
2 15,NE,-2.3074098147256947
2 15,NE,-1.0326906966270109
2 15,NE,-1.3420861785692055
2 15,NE,-0.8589901984651763
2 15,NE,-1.4398315375256776
2 15,NE,-2.3418955937115116
2 15,NE,-3.163043019651368
2 15,NE,-2.953121167965885
2 15,NE,-0.9832519855499599
2 15,NE,-1.2899863228944204
2 15,NE,-1.0215768530194784
2 15,NE,-1.2772448829713754
2 15,NE,-2.4346175659347646
2 15,NE,-3.1090843096730136
2 15,NE,-2.3533499733528656
2 15,NE,-1.1485838692409276
2 15,NE,-1.8559444325166414
2 15,NE,-3.3477471335440274
2 15,NE,-3.4742187557404387
2 15,NE,-2.3953562647599216
2 15,NE,-2.9996220487447607
2 15,NE,-2.324237568137427
2 15,NE,-3.1918517079669875
2 15,NE,-1.101895128248892
2 15,NE,-1.9357799595184577
2 15,NE,-2.28573471898852
2 15,NE,-2.240252003273179
2 15,NE,-1.08360266813495
2 15,NE,-1.636714835430303
2 15,NE,-3.2867058784012753
2 15,NE,-2.3937296672402293
2 15,NE,-2.9996220487447607
2 15,NE,-1.1048421722671768
2 15,NE,-1.8483182931084108
2 15,NE,-3.3375108681906083
2 15,NE,-2.408510186959645
2 15,NE,-2.3343422222739267
2 15,NE,-2.3174057181457517
2 15,NE,-3.3549070828148233
2 15,NE,-3.4049943152964253
2 15,NE,-2.415415966446489
2 15,NE,-1.0266154213500023
2 15,NE,-1.8484392487182917
2 15,NE,-3.0702147560602455
2 15,NE,-3.1832782385267397
2 15,NE,-3.0844156691950846
2 15,NE,-3.1090843096730136
2 15,NE,-3.1852047144770523
2 15,NE,-3.2114012061623227
2 15,NE,-1.029953265233884
2 15,NE,-1.84510140483441
2 15,NE,-1.0300946873908265
2 15,NE,-1.878336432441981
2 15,NE,-2.331452383298085
2 15,NE,-3.2114012061623227
2 15,NE,-1.039572200655921
2 15,NE,-1.835482469412373
2 15,NE,-2.8820420509351163
2 15,NE,-2.3533499733528656
2 15,NE,-2.3343422222739267
2 15,NE,-2.9654524805909075
2 15,NE,-1.2778551564233895
2 15,NE,-1.784839949250858
2 15,NE,-2.8820420509351163
2 15,NE,-1.0367218526563773
2 15,NE,-1.8717092671764302
2 15,NE,-3.017536731683064
2 15,NE,-1.1536050016651833
2 15,NE,-1.5667125019000696
2 15,NE,-2.86015658781035
2 15,NE,-2.339488201966679
2 15,NE,-2.2540816096949126
2 15,NE,-2.3857076497284924
2 15,NE,-2.4005698294962183
2 15,NE,-2.291721060664065
2 15,NE,-3.2372084928310807
2 15,NE,-1.0159031230249493
2 15,NE,-1.8591515470433446
2 15,NE,-3.1802274974874036
2 15,NE,-2.3879852194972178
2 15,NE,-2.2515422311604745
2 15,NE,-2.2690248545110965
2 15,NE,-2.877906792720632
2 15,NE,-0.94507403506465
2 15,NE,-1.315237951739841
2 15,NE,-1.1371039452599274
2 15,NE,-1.8160565201156604
2 15,NE,-2.5360871915284426
2 15,NE,-2.4388131510938122
2 15,NE,-1.1295780130676245
2 15,NE,-1.8578656306229042
2 15,NE,-1.0215768530194784
2 15,NE,-1.2772448829713754
2 15,NE,-2.877906792720632
2 15,NE,-1.539146265130305
2 15,NE,-1.7759122345360177
2 15,NE,-1.0326906966270109
2 15,NE,-1.3420861785692055
2 15,NE,-2.3408850307238236
2 15,NE,-1.2349963360335616
2 15,NE,-1.827698769640686
2 15,NE,-1.2759802850964372
2 15,NE,-1.5452355620382605
2 15,NE,-2.4697103830885663
2 15,NE,-3.2252733772350477
2 15,NE,-1.2592417822969029
2 15,NE,-1.839008087049414
2 15,NE,-2.424862639953667
2 15,NE,-1.0300946873908265
2 15,NE,-1.878336432441981
2 15,NE,-2.3259826704344824
2 15,NE,-0.9760384702320454
2 15,NE,-1.672331516564154
2 15,NE,-2.415415966446489
2 15,NE,-3.3549070828148233
2 15,NE,-1.0326906966270109
2 15,NE,-1.3420861785692055
2 15,NE,-3.509916382239176
2 15,NE,-3.1232874961517525
2 15,NE,-3.1237661980291542
2 15,NE,-2.3115563088084214
2 15,NE,-1.2702890622380951
2 15,NE,-1.4500284413271578
2 15,NE,-2.3533499733528656
2 15,NE,-3.1124046113906925
2 15,NE,-2.379362417106958
2 15,NE,-2.3752573379554365
2 15,NE,-3.2252733772350477
2 15,NE,-1.5570863002762299
2 15,NE,-1.7199293924877597
2 15,NE,-1.5311128591813103
2 15,NE,-1.783945640485012
2 15,NE,-1.1409575082366246
2 15,NE,-1.829091555815829
2 15,NE,-2.86015658781035
2 15,NE,-3.357925884457885
2 15,NE,-2.335796353607684
2 15,NE,-3.4049943152964253
2 15,NE,-1.1587319915401044
2 15,NE,-1.8113170725123493
2 15,NE,-3.188310488741889
2 15,NE,-3.284556747600652
2 15,NE,-1.2607701961619215
2 15,NE,-1.4595473074033314
2 15,NE,-3.4079757996455737
2 15,NE,-0.9730058082729801
2 15,NE,-1.3403086847021197
2 15,NE,-3.1802274974874036
2 15,NE,-0.9730058082729801
2 15,NE,-1.3403086847021197
2 15,NE,-2.3953562647599216
2 15,NE,-3.2657599828138775
2 15,NE,-1.5837899193143345
2 15,NE,-1.731268580351988
2 15,NE,-2.2849881122794256
2 15,NE,-3.4570889298101473
2 15,NE,-2.240252003273179
2 15,NE,-3.4079757996455737
2 15,NE,-2.240252003273179
2 15,NE,-3.188801294668301
2 15,NE,-3.014888069501402
2 15,NE,-3.1090843096730136
2 15,NE,-2.4883746092184333
2 15,NE,-3.2283777284488537
2 15,NE,-1.1153776287734496
2 15,NE,-1.8720660149170791
2 15,NE,-2.826316932291387
2 15,NE,-2.796048425083032
2 15,NE,-1.1069866617082313
2 15,NE,-1.8804569819822974
2 15,NE,-2.2837039756497957
2 15,NE,-3.3549070828148233
2 15,NE,-2.922774172638977
2 15,NE,-2.3692425807399546
2 15,NE,-3.063205007404024
2 15,NE,-2.3004435910147976
2 15,NE,-2.281013088064004
2 15,NE,-3.2374844079014387
2 15,NE,-3.1237661980291542
2 15,NE,-2.3408850307238236
2 15,NE,-2.4601549963998237
2 15,NE,-1.2697651441652738
2 15,NE,-1.792929961508974
2 15,NE,-1.1853598584485632
2 15,NE,-1.5505146563695558
2 15,NE,-3.1150412549847895
2 15,NE,-2.240252003273179
2 15,NE,-3.188310488741889
2 15,NE,-1.5078600830669415
2 15,NE,-1.807198416599381
2 15,NE,-1.0694396078550188
2 15,NE,-1.5789303789411806
2 15,NE,-3.1237661980291542
2 15,NE,-2.826316932291387
2 15,NE,-3.152881854687525
2 15,NE,-2.420062087492165
2 15,NE,-2.424862639953667
2 15,NE,-1.101895128248892
2 15,NE,-1.9357799595184577
2 15,NE,-2.5360871915284426
2 15,NE,-1.5656760399980088
2 15,NE,-1.7493824596683138
2 15,NE,-3.1237661980291542
2 18,E,-4.1191213075308815
2 18,E,-4.521448702526944
2 18,E,-0.5326070417739617
2 18,E,-5.090085829578789
2 18,E,-5.335185789923946
2 18,E,-6.303707533865857
2 18,E,-3.8745019164891836
2 18,E,0.1924355527456795
2 18,E,-5.359603642463349
2 18,E,-5.744475659179364
2 18,E,-0.5694338342472316
2 18,E,-5.211966922249008
2 18,E,-1.176588807098911
2 18,E,-3.4871818236504817
2 18,E,-3.503455133820476
2 18,E,-4.210562200421297
2 18,E,-5.512390517859116
2 18,E,-0.6208546054000165
2 18,E,-4.435085223312865
2 18,E,-3.5748870273591535
2 18,E,-4.807737870683241
2 18,E,-6.708218125055346
2 18,E,-4.835343850733816
2 18,E,-8.538694731927045
2 18,E,-7.2811697004079505
2 18,E,-5.101237088595728
2 18,E,-8.089990201353958
2 18,E,-7.984160142861946
2 18,E,-9.353290452864986
2 18,E,-4.322830128981887
2 18,E,-4.426824648253778
2 18,E,-0.3856744878742449
2 18,E,-4.546469094052399
2 18,E,-4.233294846242656
2 18,E,-6.9885669086763045
2 18,E,-5.735904704945365
2 18,E,-4.863613829978077
2 18,E,-0.6546319143366031
2 18,E,-1.086965463803946
2 18,E,-7.0499653729484235
2 18,E,-5.051601388555766
2 18,E,-5.22708957112247
2 18,E,-5.084307362573787
2 18,E,-4.993610412991348
2 18,E,-4.77650437298568
2 18,E,-1.1114610847048503
2 18,E,-4.822097843282845
2 18,E,-6.383840223286335
2 18,E,-6.470280699403187
2 18,E,-4.802769420203213
2 18,E,-4.692766300631895
2 18,E,-6.5361756385925665
2 18,E,-6.330073507286676
2 18,E,0.23341880638262166
2 18,E,-3.8116608416190108
2 18,E,-6.372531828533932
2 18,E,-7.757703457806228
2 18,E,-0.2842025582891734
2 18,E,-0.12253114798228901
2 18,E,-3.4885969183594447
2 18,E,-4.154296906485021
2 18,E,-3.9176908220570428
2 18,E,-4.532078716883549
2 18,E,-3.958737135426248
2 18,E,-5.086980342906924
2 18,E,-0.5326070417739617
2 18,E,-1.0325099279669037
2 18,E,-4.245429016826498
2 18,E,-5.984601617878451
2 18,E,-7.054126641577364
2 18,E,-3.5748870273591535
2 18,E,-1.0250378925821644
2 18,E,-0.09998689360869406
2 18,E,-0.9961446070187824
2 18,E,-6.097527545817949
2 18,E,-5.968331850177121
2 18,E,-5.356767156994748
2 18,E,-6.319120345537613
2 18,E,-5.502297879845849
2 18,E,-10.175623940933809
2 18,E,-4.838156277538078
2 18,E,-4.818719242554326
2 18,E,-0.8210171386822555
2 18,E,-0.687445834009058
2 18,E,-6.319120345537613
2 18,E,-4.2277971105752385
2 18,E,-5.168464800087796
2 18,E,-7.0971617673799035
2 18,E,-7.63507424608348
2 18,E,-6.964509958607285
2 18,E,-5.252062387897135
2 18,E,-7.656113501089175
2 18,E,-0.09598094150842039
2 18,E,-4.942748142213633
2 18,E,-3.588524372135994
2 18,E,-0.7893224541956085
2 18,E,-0.20272894393119584
2 18,E,-5.038491336437489
2 18,E,-3.7243072876972025
2 18,E,-0.7805009012777041
2 18,E,-5.007006610492469
2 18,E,-0.7989443727314834
2 18,E,-5.998909988499003
2 18,E,-7.196579933482256
2 18,E,-8.087954119409906
2 18,E,-6.841143206829615
2 18,E,-0.6702395616936011
2 18,E,-4.028669689347062
2 18,E,-6.609486840237933
2 18,E,-5.50987182918474
2 18,E,-4.371158363634669
2 18,E,-7.106864514279779
2 18,E,-0.39862799833896295
2 18,E,-0.7455306055024676
2 18,E,-4.178597910577041
2 18,E,-8.016840909573093
2 18,E,-9.726758982831951
2 18,E,-4.649448988296931
2 18,E,-4.132210210539042
2 18,E,-0.9858353715864768
2 18,E,-7.005164595876748
2 18,E,-0.39804634846091014
2 18,E,-0.5967134379433697
2 18,E,-7.80932236552045
2 18,E,-3.966367914101905
2 18,E,-4.109261583194055
2 18,E,-0.19919938265749518
2 18,E,-4.744461787320656
2 18,E,-4.066052714125019
2 18,E,-0.4665944449664174
2 18,E,-5.648233759308067
2 18,E,-4.518453173075988
2 18,E,-8.44950698024162
2 18,E,-3.370410891301839
2 18,E,-4.681754649120111
2 18,E,-5.5265607252408255
2 18,E,-3.709746317734204
2 18,E,-8.880202436918633
2 18,E,-4.5579101504664905
2 18,E,-4.733340777525948
2 18,E,-4.497040554538872
2 18,E,-4.740739784237321
2 18,E,0.170429232322309
2 18,E,-3.8220810288527827
2 18,E,-3.7454759948921934
2 18,E,-0.9145062909050703
2 18,E,-0.6756016737341917
2 18,E,-5.170496358852204
2 18,E,-4.336129052097498
2 18,E,-0.4920261404295918
2 18,E,-4.149599507452353
2 18,E,-4.044843902621856
2 18,E,-5.01852123608739
2 18,E,-3.5933142324974443
2 18,E,-7.686984259606599
2 18,E,-6.487230953397902
2 18,E,-6.305766745592255
2 18,E,-6.2676407028253225
2 18,E,-4.594708680849174
2 18,E,-4.112337388200217
2 18,E,0.5515194543844291
2 18,E,-7.11979353389294
2 18,E,-4.316705730760626
2 18,E,-5.584130378406952
2 18,E,-4.371158363634669
2 18,E,-3.9801615968513033
2 18,E,-3.82642032346684
2 18,E,-1.0075673306130846
2 18,E,-8.797594660931841
2 18,E,-5.032899658235997
2 18,E,-5.284584037788313
2 18,E,-4.809064320360027
2 18,E,-5.347043311334056
2 18,E,-1.0179678061489374
2 18,E,-10.16541623361727
2 18,E,-6.985711675066551
2 18,E,-7.153774551462002
2 18,E,-0.3527675914266341
2 18,E,-4.864362768366114
2 18,E,-7.1420637352868726
2 18,E,-4.738286161980639
2 18,E,-4.3074497890857115
2 18,E,-4.7266076749199
2 18,E,-8.096170708587223
2 18,E,-0.5703822123438121
2 18,E,-4.900552870274733
2 18,E,-4.929645721817048
2 18,E,-4.7347036280404895
2 18,E,-0.8871977865879125
2 18,E,-8.442519749017828
2 18,E,0.170429232322309
2 18,E,-3.7301904371108283
2 18,E,-7.092052806693292
2 18,E,-0.8889586434373719
2 18,E,-0.8176473962514834
2 18,E,-4.525409755612525
2 18,E,-4.461380897302663
2 18,E,-3.6211039875402062
2 18,E,-5.481114059846971
2 18,E,-0.5044678309328116
2 18,E,-5.302761763495284
2 18,E,-5.52386277478667
2 18,E,-4.848352573446655
2 18,E,-4.052981047617909
2 18,E,-5.361779454679005
2 18,E,-6.33687557946878
2 18,E,-9.511957932665293
2 18,E,-4.051394496571109
2 18,E,-4.650346526803515
2 18,E,-4.214792824819149
2 18,E,-4.434801114436394
2 18,E,-4.126791936950866
2 18,E,-4.289703400944225
2 18,E,-0.6740702545435933
2 18,E,-6.21386271779533
2 18,E,-1.0939669872978954
2 18,E,-3.4185765899328855
2 18,E,-3.686381552174687
2 18,E,-4.129799123972252
2 18,E,-4.842909380358799
2 18,E,-0.66683151502153315
2 18,E,-0.20872224132378966
2 18,E,-0.727165051925687
2 18,E,-4.682428938596286
2 18,E,-4.607130670366002
2 18,E,-5.420993189243621
2 18,E,-0.5898545034220171
2 18,E,-7.014754121258957
2 18,E,-4.168958036462825
2 18,E,-7.554738930243466
2 18,E,-1.0075673306130846
2 18,E,-5.235253323429985
2 18,E,-5.011741285574234
2 18,E,-4.104414652139021
2 18,E,-0.24551997510247686
2 18,E,-0.7948740049861389
2 18,E,-0.6137447593405957
2 18,E,-6.373219059728573
2 18,E,-8.449621647500706
2 18,E,-4.505412181365169
2 18,E,-3.9311119446729537
2 18,E,-8.378251167837758
2 18,E,-5.853877804519273
2 18,E,-4.498759197112328
2 18,E,-6.816111579503556
2 18,E,-6.586481219292414
2 18,E,-7.251514530712481
2 18,E,-4.942034976569015
2 18,E,-1.0368759110125374
2 18,E,-5.659297906124977
2 18,E,-5.807609791926982
2 18,E,-4.607130670366002
2 18,E,-4.643758873826854
2 18,E,-3.4570243089646597
2 18,E,-4.0727772380840435
2 18,E,-0.09598094150842039
2 18,E,-7.483424579446179
2 18,E,-5.141021844678689
2 18,E,-7.8630935550930134
2 18,E,-4.331166277422429
2 18,E,-4.090028469236434
2 18,E,-5.0435889610972335
2 18,E,-7.788328916830513
2 18,E,-4.189907931791939
2 18,E,-6.495591298175153
2 18,E,-0.39555676608412244
2 18,E,-0.3797254076586748
2 18,E,-4.867295281581428
2 18,E,-9.101437007681744
2 18,E,-5.7639569306714895
2 18,E,-0.5926958162193542
2 18,E,-4.044328205070873
2 18,E,-0.34520250533285873
2 18,E,-0.01415957626475722
2 18,E,-3.97523601507607
2 18,E,-4.089927565796872
2 18,E,-4.736475131256665
2 18,E,-4.057184578383894
2 18,E,-1.2770185225405357
2 18,E,-0.8871977865879125
2 18,E,-0.7059682051436611
2 18,E,-0.49218075622898294
2 18,E,-7.234339835147971
2 18,E,-5.181225479397311
2 18,E,-7.859256359071913
2 18,E,-0.7532819462948026
2 18,E,-6.282209262341639
2 18,E,-0.7519273928646238
2 18,E,-5.6768102873670845
2 18,E,-8.210698413917008
2 18,E,-5.168369779562926
2 18,E,-3.869744784028826
2 18,E,-4.941325525853528
2 18,E,-5.272118606998599
2 18,E,-5.830884702006199
2 18,E,-7.606892746626342
2 18,E,-4.6965268974023955
2 18,E,-5.701933328738688
2 18,E,-4.164765878329857
2 18,E,-0.8753752668493506
2 18,E,-4.358844251348762
2 18,E,-0.5462329664724993
2 18,E,-4.828350478595905
2 18,E,-0.5472436338622758
2 18,E,-5.2516633509459885
2 18,E,-4.574530765188446
2 18,E,-10.16541623361727
2 18,E,-5.281846358793669
2 18,E,-6.025927749123127
2 18,E,-5.602614612365239
2 18,E,-7.073910839646648
2 18,E,-3.3215099395731147
2 18,E,-0.6395576065186318
2 18,E,-5.439747506281803
2 18,E,-5.333173664275076
2 18,E,-0.8453801781981536
2 18,E,-4.2702497775007755
2 18,E,-5.583330645605631
2 18,E,-0.6458750150187866
2 18,E,-9.762383247801672
2 18,E,-7.606904278723985
2 18,E,-4.334190101841115
2 18,E,-6.604575045477952
2 18,E,-6.0089260796408
2 18,E,-0.6790226847162317
2 18,E,-4.423148827992884
2 18,E,-9.459442470129655
2 18,E,-0.6717274728333872
2 18,E,-3.5853298812805345
2 18,E,-0.399097142129586
2 18,E,-0.4529621145696401
2 18,E,-5.235840729314182
2 18,E,-0.3527675914266341
2 18,E,-5.052619188216189
2 18,E,-7.01917043270052
2 18,E,-5.440632453778558
2 18,E,-6.584961827788273
2 18,E,-0.19210743030847893
2 18,E,-3.677689832337316
2 18,E,-0.944772435399506
2 18,E,-3.8327694472138965
2 18,E,-0.8886481279243191
2 18,E,-4.440131862847625
2 18,E,-0.9793960682803295
2 18,E,-3.593245124604995
2 18,E,-5.599626606294932
2 18,E,-3.402444002057386
2 18,E,-0.7212013838052047
2 18,E,-7.730062852599002
2 18,E,-3.594338582989256
2 18,E,-4.249705239088678
2 18,E,-4.544645931392964
2 18,E,-5.7470940330994775
2 18,E,-6.926981272108755
2 18,E,-7.324530197184002
2 18,E,-4.159504253502998
2 18,E,-9.870659571852663
2 18,E,-3.900162281244164
2 18,E,-6.552286709534498
2 18,E,-4.361451944214806
2 18,E,-6.784216905705612
2 18,E,-4.404149568396636
2 18,E,-7.556659662908994
2 18,E,-4.067371000653649
2 18,E,-6.831933573170085
2 18,E,-6.155500305214232
2 18,E,-0.7027435898767412
2 18,E,-8.044018749780127
2 18,E,-3.8403103057902883
2 18,E,-4.708071520144192
2 18,E,-4.874037907346811
2 18,E,-5.710251217416951
2 18,E,-5.681743182938607
2 18,E,-4.844930307208198
2 18,E,-4.776300827296947
2 18,E,-0.256858138049501
2 18,E,-0.7624078355486046
2 18,E,-3.9701397002683545
2 18,E,-4.097223343233142
2 18,E,-4.6019632865448425
2 18,E,-7.357190665216371
2 18,E,-8.451423197954124
2 18,E,-5.798305972784953
2 18,E,-5.625022802816975
2 18,E,-0.9485735446703376
2 18,E,-4.500450434536513
2 18,E,-4.670065358861111
2 18,E,-6.223479456002509
2 18,E,0.046901991066996294
2 18,E,-7.404322404657971
2 18,E,-4.733340777525948
2 18,E,-4.179142455357103
2 18,E,-4.804867570655001
2 18,E,-4.116920384198604
2 18,E,-4.40161348982878
2 18,E,-0.44230303833164164
2 18,E,-8.395387990743597
2 18,E,-9.56022185302059
2 18,E,-1.080113711952366
2 18,E,-0.8622616282389363
2 18,E,-0.6751676313731712
2 18,E,-4.026342905267893
2 18,E,-4.695469670787488
2 18,E,-4.320458675331767
2 18,E,-4.104119349510307
2 18,E,-4.4694092412163124
2 18,E,-0.8313264567575052
2 18,E,-4.813648197034311
2 18,E,-8.91997109042925
2 18,E,-0.994318442184948
2 18,E,-4.0186307621133945
2 18,E,-4.7347036280404895
2 18,E,-5.490149072927854
2 18,E,-8.818166191352843
2 18,E,-4.237523006231192
2 18,E,-0.23076474877627934
2 18,E,-3.7844303364549585
2 18,E,-5.310926523844643
2 18,E,-0.517670765711174
2 18,E,-5.176199183373568
2 18,E,-3.6573497543880387
2 18,E,-0.5701314223596237
2 18,E,-4.072494697983043
2 18,E,-6.1094131995654415
2 18,E,-3.5213667506061292
2 18,E,-0.3451703900494576
2 18,E,-3.5195739083816213
2 18,E,-6.582779703134088
2 18,E,-7.328852958099216
2 18,E,-0.4665944449664174
2 18,E,-7.840711795146563
2 18,E,-0.5255717196684978
2 18,E,-5.185379990831714
2 18,E,-4.112337388200217
2 18,E,-7.1911327862977945
2 18,E,-6.517258717528829
2 18,E,-4.718134244928747
2 18,E,-6.350793013347632
2 18,E,-4.221887289202775
2 18,E,-7.89377898940897
2 18,E,-4.116522893551897
2 18,E,-4.649448988296931
2 18,E,-6.414582913102065
2 18,E,-4.207296552647173
2 18,E,-0.6413895509025268
2 18,E,-4.072393120468262
2 18,E,-4.130720450078625
2 18,E,-4.675881092039671
2 18,E,-5.620801560474011
2 18,E,-0.6277819742322455
2 18,E,-0.7561130794716967
2 18,E,-4.692766300631895
2 18,E,-8.797594660931841
2 18,E,-6.7801886556514885
2 18,E,-6.7461899022467104
2 18,E,-4.260333776244732
2 18,E,-6.350793013347632
2 18,E,-3.657694452037487
2 18,E,-1.0951564046849336
2 18,E,-6.825623280144662
2 18,E,-0.7639557086406574
2 18,E,-5.458307015414008
2 18,E,-0.9571989135744334
2 18,E,-0.5620179344287274
2 18,E,-4.768555426268733
2 18,E,-6.767332127430199
2 18,E,-4.423078321762077
2 18,E,-9.019762740580903
2 18,E,-7.8720426607093215
2 18,E,-5.197711030457275
2 18,E,-4.223937407270932
2 18,E,-6.883219478250072
2 18,E,-6.518733718671469
2 18,E,-0.5255118630005049
2 18,E,-4.398168429327933
2 18,E,-4.296418514569302
2 18,E,-6.171844899088032
2 18,E,-5.023659922904248
2 18,E,-5.2456511125711955
2 18,E,-0.9187740078484432
2 18,E,-5.658721568397454
2 18,E,-7.657476965452928
2 18,E,-0.7598842795224952
2 18,E,-0.9575809633236494
2 18,E,-5.572003603259547
2 18,E,-5.060346504054339
2 18,E,-5.417537890240932
2 18,E,-1.0443737122769794
2 18,E,-0.826481433497956
2 18,E,-5.198504936703796
2 18,E,-5.304764774852417
2 18,E,-0.47040174197918083
2 18,E,-6.711711683341151
2 18,E,-6.9789637109275215
2 18,E,-5.364164022451404
2 18,E,-4.13990952121987
2 18,E,-5.4370889074415105
2 18,E,-7.984160142861946
2 18,E,-4.943103588592714
2 18,E,-7.148176545053358
2 18,E,-4.549101574509177
2 18,E,-4.5713893338067715
2 18,E,-9.669126661011097
2 18,E,-5.561631530942387
2 18,E,-6.474727020194733
2 18,E,-0.7583944366586741
2 18,E,-0.7844639971782432
2 18,E,-0.5701314223596237
2 18,E,-7.04491915382042
2 18,E,-4.675648684750238
2 18,E,-4.6403180498737155
2 18,E,-1.2045473760068022
2 18,E,-5.679995985836627
2 18,E,-7.292695721457855
2 18,E,-0.6496612850789961
2 18,E,-0.5139313993190419
2 18,E,-7.19469083184301
2 18,E,-4.115441992073294
2 18,E,-3.871371661456608
2 18,E,-9.486630184192245
2 18,E,-4.206117138328575
2 18,E,-4.137213720383909
2 18,E,-4.0616637587809725
2 18,E,-4.52914485687211
2 18,E,-4.6702568457988995
2 18,E,-7.545128749691744
2 18,E,-4.9199136951067874
2 18,E,-3.6350785167848936
2 18,E,-9.711599491339554
2 18,E,-4.661375743081969
2 18,E,-0.7889235003492348
2 18,E,-9.969653521197491
2 18,E,-4.181907073999343
